issue,commit fix,commit blame,file,match
adhoc,078e590d852d89a99e9cc665c23d268ad17b5921,01f63cf80166b1803b5e601e65c13161a5f5270f,src/java/org/apache/commons/math/stat/univariate/DescriptiveStatistics.java,0
MATH-1302,7db19f7d9c86b5c6ac30fba60b1a0bf85f7424e4,1786844fd7162f89f8ec31a3a0b1a7bdeacf983d,src/java/org/apache/commons/math/geometry/Rotation.java,0
MATH-1302,7db19f7d9c86b5c6ac30fba60b1a0bf85f7424e4,b1a4e8f2f962a51d075e341b3305553b1a2cf6bc,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/RotationDS.java,0
MATH-1302,7db19f7d9c86b5c6ac30fba60b1a0bf85f7424e4,49d94ad78ccfcea4e4c6aada466b2077895310a5,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/FieldRotation.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,05195b77ca8d86fbb4fdd9216f436d8b7f3a57de,src/mantissa/src/org/spaceroots/mantissa/ode/SwitchingFunction.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,05195b77ca8d86fbb4fdd9216f436d8b7f3a57de,src/mantissa/src/org/spaceroots/mantissa/ode/SwitchingFunctionsHandler.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,1d1e19921ccc1ec10ba3a20212efc1f5c1d0f155,src/mantissa/src/org/spaceroots/mantissa/ode/SwitchState.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,1d1e19921ccc1ec10ba3a20212efc1f5c1d0f155,src/mantissa/src/org/spaceroots/mantissa/ode/SwitchingFunctionsHandler.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,62e00938cb8cd67d6c6e510d5dddb0d303401b95,src/java/org/apache/commons/math/ode/SwitchState.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,62e00938cb8cd67d6c6e510d5dddb0d303401b95,src/java/org/apache/commons/math/ode/SwitchingFunction.java,0
adhoc,03b9e6771e353f1435499c9d25b26e8154956310,62e00938cb8cd67d6c6e510d5dddb0d303401b95,src/java/org/apache/commons/math/ode/SwitchingFunctionsHandler.java,0
MATH-318,83f18d5299fbadf91ec792c95ee96bcd916ca9af,0cb01403a1b3eebe97adb97b71e2e5115422e5be,src/main/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,1
adhoc,8864381a96434d7559b6b373363dce63ec572019,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/complex/ComplexMath.java,0
adhoc,8864381a96434d7559b6b373363dce63ec572019,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/stat/StatUtils.java,0
adhoc,f2fe7245053cfc6a7ab9eaf0ed4b3e5903fb90f6,48e54b0a557b8de7a563b580e274105e56acf054,src/test/java/org/apache/commons/math/PerfTestUtils.java,0
MATH-465,262fe4c088036994607ba1d35d676deb500e2ea3,2655bad9b9c212302f0371b014632a0907fb576f,src/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1
MATH-465,262fe4c088036994607ba1d35d676deb500e2ea3,95627968c1d078f49d5b7feaab84e050130769ab,src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1
MATH-465,262fe4c088036994607ba1d35d676deb500e2ea3,05361c5a3409a9ca8e4e3438eb87d1cd55b713a8,src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1
MATH-465,262fe4c088036994607ba1d35d676deb500e2ea3,0ec92a0fc205fb0704d3b9032b88ebb0d4e561a9,src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1
MATH-465,262fe4c088036994607ba1d35d676deb500e2ea3,0b3c388aebe23cde0c7d3afbcd1171c4a8a3f5c5,src/main/java/org/apache/commons/math/linear/SingularValueDecompositionImpl.java,1
adhoc,b0b7c6ef38a23246938bef934e4c1592adf19540,05195b77ca8d86fbb4fdd9216f436d8b7f3a57de,src/mantissa/src/org/spaceroots/mantissa/ode/RungeKuttaIntegrator.java,1
adhoc,b0b7c6ef38a23246938bef934e4c1592adf19540,67b86d4ccf71bed11a401818b058dcd24d9635e8,src/java/org/apache/commons/math/ode/RungeKuttaIntegrator.java,1
adhoc,b0b7c6ef38a23246938bef934e4c1592adf19540,0010754c0b2eb5a5dc490acdf4f4948330363e23,src/java/org/apache/commons/math/ode/nonstiff/RungeKuttaIntegrator.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,b47b287663c57f8a96cba3d07c56bd5df605880b,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,dc4f70a7774aaac3c5e16e2a62bdd11e797fb241,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,136ffc1054260445343d57a3acfa2776a97d8c6f,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,a3b466009fa00e8c23532e5a28faec8117a1d75a,src/java/org/apache/commons/math/linear/SparseRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,94fcce51cd6c448240f79d62a13a17fe9c45dea3,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,94fcce51cd6c448240f79d62a13a17fe9c45dea3,src/java/org/apache/commons/math/linear/SparseRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,1fe117edf0a73e0c5476f41e7f74ecc8b20b5ea2,src/java/org/apache/commons/math/linear/SparseRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,61e775706d77d6ce6385075f5b3385cdb28fed68,src/java/org/apache/commons/math/optimization/linear/LinearObjectiveFunction.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,f479cc70b81b8cb939a0a22afc10f2f979167cef,src/java/org/apache/commons/math/linear/SparseRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,7a096e97123873a1b743787841833455993c0302,src/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,5ce6c814900633620d7436ebbefe4081a9bea355,src/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,30ab6c8c3dd318d316521bb340ab831b9e104a31,src/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,42a5482d7a265fe3c1cb538dfb7465588aeadaa6,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,42a5482d7a265fe3c1cb538dfb7465588aeadaa6,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,0ec92a0fc205fb0704d3b9032b88ebb0d4e561a9,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,0ec92a0fc205fb0704d3b9032b88ebb0d4e561a9,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,826fc64e968e5fd84dae5757537ab8ed815e2126,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,826fc64e968e5fd84dae5757537ab8ed815e2126,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,0b3c388aebe23cde0c7d3afbcd1171c4a8a3f5c5,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,987f659a12537fbbb7a39ad9e0f1d6bb2da92aa3,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,c4ed11aba2af07b58362d755ad9b74d16a1144d5,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,4f7b6d2d75597b20856d8476bf1c8697ce9d11ba,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,6983d81680483705c0e2cf4d62b15feba4e6e3ab,src/main/java/org/apache/commons/math/linear/OpenMapRealVector.java,0
adhoc,fd9fed269487504137885d3b0722a04e7c39339a,760078b411fa3c0a2914574756ef458c3fc68d00,src/main/java/org/apache/commons/math/linear/RealVector.java,0
adhoc,0c125f71ed4126f4bd9095598ca00adf53932116,b0b7c6ef38a23246938bef934e4c1592adf19540,src/java/org/apache/commons/math/ode/nonstiff/RungeKuttaIntegrator.java,0
adhoc,0c125f71ed4126f4bd9095598ca00adf53932116,22e5ce38849aa60f5b5201d6c1128b28b3b19221,src/java/org/apache/commons/math/ode/AbstractIntegrator.java,0
adhoc,0c125f71ed4126f4bd9095598ca00adf53932116,b51a782d1bc3088d71eb2dfeabc1885b259c74d3,src/java/org/apache/commons/math/ode/nonstiff/EmbeddedRungeKuttaIntegrator.java,0
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,e60e3de47441ca63198c7404b5910d7cffe1c248,src/java/org/apache/commons/math/analysis/minimization/BrentMinimizer.java,0
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,d99003bc0fb18a7cb45b44e9e1ab2f300efb41e6,src/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java,0
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,e81ef196cd9dd3c7989b96f648f96ec138faa25b,src/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java,1
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,58f407fc8a3329bd2d38451ad4c992dc71441097,src/main/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java,1
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,7572385a7e595c72856124485f1ec088df929975,src/main/java/org/apache/commons/math/ConvergingAlgorithmImpl.java,1
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,7572385a7e595c72856124485f1ec088df929975,src/main/java/org/apache/commons/math/optimization/univariate/AbstractUnivariateRealOptimizer.java,0
adhoc,962315ba9322bb96d5b1941c4272501cc7cc050e,7572385a7e595c72856124485f1ec088df929975,src/main/java/org/apache/commons/math/optimization/univariate/BrentOptimizer.java,1
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,0ec92a0fc205fb0704d3b9032b88ebb0d4e561a9,src/main/java/org/apache/commons/math/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,c2134b3a905bae03e87b0fab17f6b5cccf3cbc02,src/main/java/org/apache/commons/math/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,bd77d3cff258538d4847b1a29cf09bbdc1b1d861,src/main/java/org/apache/commons/math/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,d4005bbd6ebf9119e20a5ff4bdf40eee2c1da58b,src/main/java/org/apache/commons/math/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,0ee65b7169fe4cf27c8625da9750a994172e0be5,src/main/java/org/apache/commons/math3/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,746c998e1a2a380f6bd844886bca6d0b3a76b1e7,src/main/java/org/apache/commons/math3/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,6844aba987aaf32c85a4eb3fba3f6ccf9d7c8db6,src/main/java/org/apache/commons/math3/util/FastMath.java,0
MATH-1272,252a0137b147469b18625eb4e7622a85f44ecfe8,6527a801c181090326f44bffef6709f898cae70b,src/main/java/org/apache/commons/math3/util/FastMath.java,0
adhoc,b04ac1468fbb6c0dfd49942b5c985f936ccca27b,908d8adc984ef0895f16b2f060594e72bdea6f25,src/main/java/org/apache/commons/math/linear/SymmLQ.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,0718895962e9d43858cbbe49cd592b5e2d0920c9,src/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,eb6fb6cda45d8bf83aa8347eccd36d2ef68b0694,src/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,09a4643e101e9b42537806eea6601eb2f389f4b9,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,0ec92a0fc205fb0704d3b9032b88ebb0d4e561a9,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,b9559bfce972a8b079ebc5ac8b6326a524ce29f8,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,4107ac1db878bcf7f952e17beed187c54430f7ad,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-699,b2e24119bcb10131f765ba062d933a574cc13c7a,2568420bf6a022558b0cb7bb837a42659c22de51,src/main/java/org/apache/commons/math/distribution/AbstractContinuousDistribution.java,0
MATH-421,8ad7c0a62e3fbe8a882ac3e4dac030939f000a7e,e67ba60a5938b35958531b17f0db2743abffc6e3,src/main/java/org/apache/commons/math/ode/events/CombinedEventsManager.java,0
MATH-421,8ad7c0a62e3fbe8a882ac3e4dac030939f000a7e,0283b0c9350642134cb14a8c9ad466ab64653b3a,src/main/java/org/apache/commons/math/ode/events/EventState.java,0
MATH-421,8ad7c0a62e3fbe8a882ac3e4dac030939f000a7e,5a63bb398ca7fc3951b1c2340512e120ad72a4e2,src/main/java/org/apache/commons/math/ode/events/EventState.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,71dfdabde1f5e9f0def1d2035822518b43e70587,src/java/org/apache/commons/math/ExpandableDoubleArray.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,71dfdabde1f5e9f0def1d2035822518b43e70587,src/java/org/apache/commons/math/StoreUnivariateImpl.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,d6f7028269df96a72cccf7b72a41b89aaa820e9f,src/java/org/apache/commons/math/ExpandableDoubleArray.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,d6f7028269df96a72cccf7b72a41b89aaa820e9f,src/java/org/apache/commons/math/FixedDoubleArray.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,437e275a504d5d2de36365419e048ad9a05d83df,src/java/org/apache/commons/math/DoubleArray.java,0
adhoc,62577ea18b61fd9af1cf3c54615d3613e12ed948,4f17b718b3a821885335c285b7fbdd07384a3e18,src/java/org/apache/commons/math/stat/StoreUnivariateImpl.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,0303fffa15d01cfc14a6aa605874888dfd628fcc,src/java/org/apache/commons/math/transform/FastCosineTransformer.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,0303fffa15d01cfc14a6aa605874888dfd628fcc,src/java/org/apache/commons/math/transform/FastFourierTransformer.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,0303fffa15d01cfc14a6aa605874888dfd628fcc,src/java/org/apache/commons/math/transform/FastSineTransformer.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,1021f180e55c5174402d74cec063c9d476c072d9,src/java/org/apache/commons/math/transform/FastFourierTransformer.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,17a35b2e8c60c64121c0254f8f6012072b1c209f,src/java/org/apache/commons/math/transform/FastFourierTransformer.java,0
adhoc,dff725b2e8c944581ad005f4ffb5149e28df83a7,6e5a114c7af71d03d86a0614b04d5b36ea70e5c1,src/java/org/apache/commons/math/transform/FastHadamardTransformer.java,0
adhoc,2e4082e52f45bd423df6c47fa19b6c5da8b9c009,61e775706d77d6ce6385075f5b3385cdb28fed68,src/java/org/apache/commons/math/optimization/linear/LinearConstraint.java,0
adhoc,2e4082e52f45bd423df6c47fa19b6c5da8b9c009,61e775706d77d6ce6385075f5b3385cdb28fed68,src/java/org/apache/commons/math/optimization/linear/LinearObjectiveFunction.java,0
adhoc,2e4082e52f45bd423df6c47fa19b6c5da8b9c009,61e775706d77d6ce6385075f5b3385cdb28fed68,src/java/org/apache/commons/math/optimization/linear/SimplexTableau.java,0
adhoc,093e3bb2e3cd9992f3f0d14373d406bb9b2ed36e,905aaf45670c63aff879ab3b3b03667fc00cda40,src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,0
adhoc,093e3bb2e3cd9992f3f0d14373d406bb9b2ed36e,cc467caf26e1ba94be02f27a349647c62dca6a7b,src/main/java/org/apache/commons/math4/random/EmpiricalDistribution.java,0
MATH-1203,59912a0724200beef63df2d74497165c3d1081bf,71fd124ddb1f311a8cb64b608f385c87b67cef14,src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,204063d31752fc234a0e58121b03743bff3c7543,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,2898b78067842006d74986af6813e8d18dc233e3,src/java/org/apache/commons/math/linear/InvalidMatrixException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,73b3b9d8048f85d759b4e13295c6a02373c89b79,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,6251c12a5722978f6a30386d74a487abc1cf1fcd,src/java/org/apache/commons/math/linear/InvalidMatrixException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,6251c12a5722978f6a30386d74a487abc1cf1fcd,src/java/org/apache/commons/math/linear/MatrixIndexException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,1f0fde531a863c0765bcda4ede03a6b13368b42e,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,1f0fde531a863c0765bcda4ede03a6b13368b42e,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,984e175bb8203bdcb8418f687510ad8f0d29af31,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,ef2faa199c26c1338dbdec1efa1d5ecfef866f7a,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,4fe1f135a368aa3ad0cf57dc9e97e474c86954da,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,3cc04c99f0508f478d8f4e7bf5af6031a9bf5cc8,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,6e57f9a1bada3577e81997a209304db0911e12c4,src/java/org/apache/commons/math/linear/InvalidMatrixException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,6e57f9a1bada3577e81997a209304db0911e12c4,src/java/org/apache/commons/math/linear/MatrixIndexException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,f6da77e2bccfa107f4ebc87163ec9e6f491c0fd1,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,f6da77e2bccfa107f4ebc87163ec9e6f491c0fd1,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,99b1bf42ea4724eb6f27153cd22dffc581a8c300,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,99b1bf42ea4724eb6f27153cd22dffc581a8c300,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,c5768f0660d4b26e222dbcc1ad3bc4019f59c7dd,src/java/org/apache/commons/math/linear/InvalidMatrixException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,32ea2a389ab8f2f8c5620498be82f1ae174e1b38,src/java/org/apache/commons/math/MessagesResources_fr.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,93c0636cb68e9e5ffe4b4b7fba213eebbbf235ad,src/java/org/apache/commons/math/linear/MatrixIndexException.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,482ebca8f54c6d1c6ef3d07710d0717334bc0eee,src/java/org/apache/commons/math/linear/BigMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,482ebca8f54c6d1c6ef3d07710d0717334bc0eee,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,b47b287663c57f8a96cba3d07c56bd5df605880b,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,3dd6fe18073a9c6aa251e2614cbabfe08440af4e,src/java/org/apache/commons/math/linear/QRDecompositionImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,a48a97b37fa591427f95e158beb33031daf06196,src/java/org/apache/commons/math/linear/LUDecompositionImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,d3f7151590189213b544c9736c0611332dc022c1,src/java/org/apache/commons/math/linear/LUDecompositionImpl.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,50f694b7a070631660ad35f7f46faf9c535480de,src/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,0
adhoc,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,dc4f70a7774aaac3c5e16e2a62bdd11e797fb241,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Constant.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Cosh.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Identity.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Minus.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Sin.java,0
adhoc,fec55788a38dd9ff3ea7b7fad59334529e22aa46,4fd62ba05b1e81e15ffaddc86fd97d6b100afa97,src/main/java/org/apache/commons/math3/analysis/function/Sinh.java,0
adhoc,78504bde01522101a21e175f724d83f1d36e687d,3109c12ec8936957d1aba94bafb0f24d0fcac486,src/main/java/org/apache/commons/math/stat/regression/AbstractMultipleLinearRegression.java,0
adhoc,78504bde01522101a21e175f724d83f1d36e687d,696be68b5dc8872a818a24d8a377158314b54e31,src/main/java/org/apache/commons/math3/stat/regression/AbstractMultipleLinearRegression.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/analysis/BisectionSolver.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/complex/Complex.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/stat/univariate/moment/Skewness.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/stat/univariate/rank/Max.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/stat/univariate/rank/Min.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,b3a6a6b3b5b269cf6ccab91588c320d925dac9ae,src/java/org/apache/commons/math/stat/univariate/rank/Percentile.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,45224a8ead4295f0941720322a744b5f5318506a,src/java/org/apache/commons/math/util/ResizableDoubleArray.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,6e21d23996159d7bcbecbd1a9402367b70030d77,src/java/org/apache/commons/math/stat/univariate/moment/Skewness.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,78677f2223bc6c6c21bd0d4947bc15a63621180c,src/java/org/apache/commons/math/linear/RealMatrixImpl.java,0
adhoc,86fa786c16d80930fdfd155e6c8b28dcc4afe75e,746892442f75845426e16f258d42498ad1de154b,src/java/org/apache/commons/math/util/MathUtils.java,0
adhoc,464aac515f0d5c0a4ba6a2614ee60bc92f665532,2dec2474f9f5b39e6e0ffca795f52b9b1b88fdf3,src/java/org/apache/commons/math/special/Gamma.java,0
adhoc,67480f06e848657b66c20743afecb3d0af3e34bb,3872917effefb08c997431a8bdf3aaabbc159fac,src/main/java/org/apache/commons/math/optimization/direct/BOBYQAOptimizer.java,0
adhoc,9f547049c3dd9a768833ee2770a4889d4fc19401,b47b287663c57f8a96cba3d07c56bd5df605880b,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,9f547049c3dd9a768833ee2770a4889d4fc19401,dc4f70a7774aaac3c5e16e2a62bdd11e797fb241,src/java/org/apache/commons/math/linear/RealVectorImpl.java,0
adhoc,9f547049c3dd9a768833ee2770a4889d4fc19401,30ab6c8c3dd318d316521bb340ab831b9e104a31,src/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,9f547049c3dd9a768833ee2770a4889d4fc19401,9e9048ccb582546ba54a5e92c3ab97d508884858,src/main/java/org/apache/commons/math/linear/ArrayRealVector.java,0
adhoc,e3fe16402e3182868db82b771ac7f9611f10d5b5,9e8e88d91649762dbcc94c803e637d8f7c57cf3c,src/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,0
adhoc,e3fe16402e3182868db82b771ac7f9611f10d5b5,2c508b8458fe1f8c3506032b4b0a4b6d6230a635,src/main/java/org/apache/commons/math/exception/MatrixDimensionMismatchException.java,0
adhoc,e3fe16402e3182868db82b771ac7f9611f10d5b5,2c508b8458fe1f8c3506032b4b0a4b6d6230a635,src/main/java/org/apache/commons/math/linear/AbstractFieldMatrix.java,0
